t,theta1,omega1,theta2,omega2,x2,y2,energy
1.085,-1.827788121,-2.135362978,0.3858130807,-3.11075523,-0.5908463812,-0.6723204736,1.31428632
1.09,-1.838294545,-2.067141663,0.3702709492,-3.105805853,-0.6025671515,-0.6679098722,1.31428632
1.095,-1.848458928,-1.998554643,0.3547578762,-3.099144063,-0.6143354372,-0.6636220954,1.314286319
1.1,-1.858279562,-1.929649751,0.3392822399,-3.090843522,-0.62615018,-0.6594541393,1.314286319
1.105,-1.867754974,-1.860473996,0.3238520488,-3.08097832,-0.6380101317,-0.6554033237,1.314286319
1.11,-1.876883927,-1.79107345,0.3084749405,-3.06962283,-0.6499138727,-0.6514672934,1.314286319
1.115,-1.885665409,-1.721493135,0.2931581801,-3.056851565,-0.6618598305,-0.6476440171,1.314286319
1.12,-1.894098632,-1.651776923,0.2779086603,-3.042739045,-0.6738462972,-0.6439317851,1.314286319
1.125,-1.902183023,-1.581967435,0.2627329011,-3.027359659,-0.6858714481,-0.6403292048,1.314286319
1.13,-1.90991822,-1.512105956,0.2476370515,-3.01078755,-0.6979333589,-0.636835195,1.314286319
1.135,-1.917304062,-1.442232347,0.2326268905,-2.993096484,-0.710030023,-0.6334489791,1.314286319
1.14,-1.924340587,-1.372384976,0.2177078294,-2.974359749,-0.722159368,-0.6301700767,1.314286319
1.145,-1.931028017,-1.302600643,0.2028849146,-2.954650039,-0.7343192715,-0.626998294,1.314286319
1.15,-1.937366757,-1.232914522,0.1881628306,-2.934039362,-0.7465075764,-0.6239337134,1.314286319
1.155,-1.943357382,-1.163360107,0.1735459038,-2.912598944,-0.758722105,-0.6209766824,1.314286319
1.16,-1.949000631,-1.093969166,0.1590381067,-2.890399149,-0.7709606726,-0.6181278008,1.31428632
1.165,-1.954297396,-1.024771697,0.1446430621,-2.867509396,-0.7832210999,-0.6153879086,1.31428632
1.17,-1.959248717,-0.9557959016,0.1303640485,-2.843998097,-0.7955012245,-0.6127580724,1.31428632
1.175,-1.963855769,-0.8870681525,0.1162040048,-2.819932594,-0.8077989116,-0.6102395716,1.31428632
1.18,-1.968119853,-0.8186129784,0.1021655358,-2.795379104,-0.8201120636,-0.6078338844,1.314286321
1.185,-1.972042391,-0.7504530489,0.08825091852,-2.770402677,-0.8324386287,-0.6055426736,1.314286321
1.19,-1.975624911,-0.6826091677,0.07446210744,-2.745067158,-0.8447766088,-0.6033677723,1.314286321
1.195,-1.978869041,-0.615100271,0.06080074097,-2.71943516,-0.8571240659,-0.6013111694,1.314286322
1.2,-1.9817765,-0.5479434313,0.0472681476,-2.69356804,-0.8694791281,-0.5993749952,1.314286322
1.205,-1.984349088,-0.4811538661,0.03386535219,-2.667525886,-0.8818399948,-0.5975615073,1.314286322
1.21,-1.986588674,-0.4147449511,0.02059308235,-2.641367512,-0.8942049402,-0.5958730768,1.314286323
1.215,-1.988497191,-0.3487282375,0.007451774769,-2.615150462,-0.9065723171,-0.594312174,1.314286323
1.22,-1.990076626,-0.2831134728,-0.005558418363,-2.588931009,-0.9189405591,-0.5928813554,1.314286323
1.225,-1.991329009,-0.2179086252,-0.01843762312,-2.56276418,-0.9313081826,-0.5915832504,1.314286324
1.23,-1.992256406,-0.1531199101,-0.03118623762,-2.53670377,-0.9436737874,-0.5904205487,1.314286324
1.235,-1.992860909,-0.08875181933,-0.04380492594,-2.510802373,-0.9560360578,-0.5893959876,1.314286324
1.24,-1.99314463,-0.02480715195,-0.05629461217,-2.485111412,-0.9683937616,-0.5885123404,1.314286325
1.245,-1.993109688,0.03871295385,-0.06865647469,-2.45968118,-0.9807457501,-0.5877724048,1.314286325
1.25,-1.992758207,0.1018089877,-0.0808919406,-2.434560882,-0.9930909563,-0.5871789921,1.314286325
1.255,-1.992092302,0.1644830338,-0.09300268041,-2.409798683,-1.005428394,-0.5867349161,1.314286326
1.26,-1.991114074,0.2267387378,-0.104990603,-2.385441764,-1.017757153,-0.5864429834,1.314286326
1.265,-1.989825603,0.2885812743,-0.1168578507,-2.361536377,-1.030076401,-0.5863059836,1.314286326
1.27,-1.988228939,0.3500173151,-0.128606795,-2.338127909,-1.042385377,-0.5863266798,1.314286326
1.275,-1.986326094,0.4110549989,-0.1402400323,-2.315260944,-1.05468339,-0.5865078002,1.314286327
1.28,-1.984119037,0.4717039033,-0.1517603801,-2.292979338,-1.066969812,-0.5868520292,1.314286327
1.285,-1.981609685,0.5319750182,-0.1631708733,-2.271326288,-1.07924408,-0.5873619996,1.314286327
1.29,-1.978799896,0.5918807224,-0.1744747616,-2.250344409,-1.091505688,-0.5880402847,1.314286327
1.295,-1.975691464,0.651434763,-0.1856755063,-2.230075817,-1.103754181,-0.5888893909,1.314286328
1.3,-1.972286109,0.7106522385,-0.1967767781,-2.21056221,-1.115989156,-0.5899117507,1.314286328
